1582791479295278800;2768
1582791489295282800;2763
1582791499295525900;2809
1582791509296436300;2611
1582791519296544300;2575
1582791529297186500;2736
1582791539297544900;2664
1582791549297476900;2674
1582791559298144800;2683
1582791569291668900;2800
1582791579298651300;2631
1582791589799906200;2736
1582791599800323500;2753
1582791609800688300;2611
1582791619800549300;2638
1582791629801373700;2740
1582791639801686900;2638
1582791649801771400;2688
1582791659797187700;2750
1582791669802491800;2757
1582791679803137500;2739
1582791689803113900;2699
1582791699803678800;2768
1582791710304372000;2695
1582791720304761800;2631
1582791730305183200;2573
1582791740305346600;2718
1582791750305784100;2547
1582791760305842300;2647
1582791770306005300;2698
1582791780306104300;2666
1582791790307215100;2785
1582791800306992200;2669
1582791810307818100;2673
1582791820299093400;2442
1582791830808837600;2532
1582791840809239200;2715
1582791850809864900;2699
1582791860809760600;2619
1582791870809804600;2621
1582791880810357800;2880
1582791890810899400;2701
1582791900811119000;2491
1582791910810744100;2739
1582791920811635400;2651
1582791930812258800;2701
1582791940812487200;2659
1582791951313434200;2679
1582791961313744200;2567
1582791971314086400;2672
1582791981314602700;2737
1582791991314847600;2421
1582792001315365600;2515
1582792011315545000;2641
1582792021315307300;2525
1582792031316026400;2581
1582792041316269000;2654
1582792051316994300;2463
1582792061317063500;2594
1582792071807305800;2550
1582792081818320500;2539
1582792091818812100;2640
1582792101818909200;2385
1582792111819371400;2480
1582792121819746900;2439
1582792131819988800;2624
1582792141819701200;2415
1582792151820689600;2695
1582792161821077300;2507
1582792171821445800;2682
1582792181821715900;2430
1582792192322495800;2581
1582792202322860600;2430
1582792212322687500;2455
1582792222323444400;2599
1582792232318725400;2399
1582792242315468800;2495
1582792252324600100;2461
1582792262324929500;2395
1582792272325203300;2478
1582792282325685700;2479
1582792292326041700;2544
1582792302326546900;2459
1582792312826769300;2343
1582792322814589800;2474
1582792332827956200;2662
1582792342828209900;2415
1582792352814557900;2576
1582792362828733500;2398
1582792372829124000;2287
1582792382829400900;2353
1582792392829737600;2535
1582792402829345500;2381
1582792412830653700;2522
1582792422830441800;2535
1582792433331465000;2496
1582792443331921800;2419
1582792453332224000;2411
1582792463332613500;2379
1582792473332488900;2342
1582792483333262800;2450
1582792493333138000;2448
1582792503334045500;2474
1582792513333779800;2491
1582792523334839800;2345
1582792533335005000;2301
1582792543335236600;2288
1582792553831107400;2507
1582792563836152200;2435
1582792573836769700;2317
1582792583836596900;2448
1582792593837472200;2445
1582792603837883700;2384
1582792613838137400;2396
1582792623838184000;2441
1582792633838860000;2591
1582792643839285200;2339
1582792653839617000;2192
1582792663839861600;2339
1582792674340772900;2323
1582792684341066300;2435
1582792694341181900;2459
1582792704341543200;2369
1582792714330791400;2494
1582792724339365200;2497
1582792734342746500;2278
1582792744343006300;2351
1582792754343343300;2306
1582792764343802400;2620
1582792774343631900;2405
1582792784344093400;2448
1582792794844714000;2480
1582792804845601600;2465
1582792814846028900;2147
1582792824846195100;2457
1582792834846794800;2287
1582792844846346500;2362
1582792854846550500;2320
1582792864847559500;2217
1582792874839151500;2304
1582792884848125300;2362
1582792894848673300;2368
1582792904849210100;2375
1582792915349738000;2375
1582792925350101100;2224
1582792935350072100;2319
1582792945344508900;2330
1582792955351049600;2238
1582792965351178700;2318
1582792975351831600;2361
1582792985352077000;2465
1582792995352238900;2354
1582793005352766400;2367
1582793015353128100;2371
1582793025353476400;2305
1582793035854155300;2219
1582793045854088800;2321
1582793055854549600;2205
1582793065855229400;2352
1582793075855578000;2374
1582793085855882800;2290
1582793095856158600;2403
1582793105856637900;2323
1582793115857239700;2288
1582793125855639400;2299
1582793135857670000;2277
1582793145857873800;2219
1582793156358968400;2283
1582793166359050400;2304
1582793176359130800;2325
1582793186359535300;2349
1582793196360226800;2576
1582793206360029300;2262
1582793216360762600;2251
1582793226361191600;2319
1582793236361342100;2117
1582793246361968400;2256
1582793256357468400;2256
1582793266362598700;2305
1582793276863346200;2096
1582793286855213900;2239
1582793296863796000;2234
1582793306863877500;2403
1582793316864159400;2289
1582793326860073000;2234
1582793336865367600;2288
1582793346865899300;2310
1582793356866079100;2333
1582793366866515800;2169
1582793376855676500;2320
1582793386870074900;2161
1582793397367338300;2335
1582793407367783000;2357
1582793417368457400;2323
1582793427369005600;2252
1582793437369293000;2224
1582793447369258800;2151
1582793457369326800;2266
1582793467369959100;2370
1582793477370535200;2377
1582793487370990100;2307
1582793497370974900;2146
1582793507371128800;2034
1582793517872464900;2132
1582793527872469300;2128
1582793537867336200;2304
1582793547873716900;2310
1582793557872879700;2256
1582793567873762600;2172
1582793577874506400;2321
